username,register_ts,device_os,lang,country,day_reg
sramirez,2022-04-24 08:17:05,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country1,2022-04-24
zmann,2022-06-18 19:37:59,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-06-18
acox,2022-10-29 00:39:04,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-10-29
brad86,2023-03-17 11:02:52,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2023-03-17
qrichard,2023-05-01 12:54:02,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country1,2023-05-01
james54,2022-10-26 20:51:36,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-10-26
nchapman,2023-01-01 18:56:13,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2023-01-01
dvincent,2022-07-01 10:00:45,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-07-01
davisjames,2022-06-01 20:25:08,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-06-01
tammywolfe,2022-07-25 09:53:28,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-07-25
evanslauren,2023-01-04 18:56:10,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2023-01-04
hansenrandy,2023-01-06 15:33:09,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2023-01-06
daviskelly,2022-11-26 15:21:46,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-11-26
vstewart,2022-10-11 20:24:46,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-10-11
shelley38,2022-11-25 10:56:47,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-11-25
vincent28,2023-03-08 14:56:24,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-03-08
deborah34,2022-08-05 10:55:36,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-08-05
daybryan,2022-11-07 18:31:04,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-11-07
stanleydawn,2022-09-04 19:52:29,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2022-09-04
christopherchen,2023-02-17 13:44:05,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2023-02-17
hpatterson,2023-02-09 17:47:57,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2023-02-09
jamie10,2022-04-09 11:21:36,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-04-09
elizabeth11,2022-12-23 19:35:13,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-12-23
collinsalicia,2022-03-25 12:58:58,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-03-25
andrea88,2022-04-10 16:05:18,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-04-10
patriciachapman,2022-06-08 19:38:09,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-06-08
lindsey00,2022-06-01 19:37:16,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-06-01
ashleybyrd,2022-11-23 10:12:57,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-11-23
annmiller,2022-09-23 15:43:00,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-09-23
bpowell,2023-03-28 21:35:59,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2023-03-28
barry23,2022-04-25 14:44:22,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-04-25
jenniferrobertson,2022-06-01 12:49:08,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country1,2022-06-01
colonsophia,2022-11-23 17:13:54,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-11-23
hernandezkatherine,2022-11-18 08:46:25,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-11-18
jason18,2022-12-07 10:59:55,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country1,2022-12-07
mmoran,2023-02-12 19:35:10,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-02-12
erodriguez,2022-08-09 10:57:04,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-08-09
laurencastaneda,2022-09-23 05:20:44,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-09-23
steven31,2022-11-22 15:50:04,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-11-22
maydeborah,2022-08-31 10:01:49,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-08-31
canderson,2022-12-21 17:35:38,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2022-12-21
amorton,2022-08-21 14:22:39,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-08-21
fchurch,2022-11-24 15:46:17,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-11-24
sbrown,2022-12-26 09:03:19,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-12-26
dbryan,2022-07-16 14:27:11,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2022-07-16
dphillips,2023-01-26 18:04:41,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2023-01-26
kathleen40,2023-02-09 21:43:01,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2023-02-09
maciasrobert,2022-07-09 09:30:59,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country1,2022-07-09
william35,2023-03-06 12:13:47,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-03-06
garrettanderson,2022-09-27 16:55:45,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-09-27
joseph67,2023-01-30 12:25:20,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-01-30
martinezjoshua,2023-03-11 13:28:06,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country1,2023-03-11
spearsjoseph,2022-04-11 15:57:56,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-04-11
whitney71,2023-03-18 09:11:22,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2023-03-18
joshua86,2022-10-03 19:21:44,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-10-03
timothy26,2022-09-22 17:34:26,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-09-22
shepardmegan,2022-10-28 11:28:26,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-10-28
hollykennedy,2022-11-17 14:17:31,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-11-17
gardnerkevin,2022-12-14 19:51:33,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country1,2022-12-14
crystal64,2022-11-04 23:04:07,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-11-04
walkerwendy,2022-06-05 13:47:47,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-06-05
hoffmantodd,2022-06-06 10:51:17,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-06-06
stephaniemelendez,2022-12-25 15:34:54,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country1,2022-12-25
tjones,2022-07-09 01:45:56,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-07-09
virginia93,2023-04-22 21:04:08,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2023-04-22
howard39,2022-05-03 08:16:59,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-05-03
johnpeters,2022-12-14 19:13:52,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2022-12-14
emilybrown,2022-11-29 07:28:36,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-11-29
andrewjacobs,2022-05-19 12:37:32,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2022-05-19
juliagreen,2022-12-01 04:08:00,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-12-01
cthomas,2022-07-26 19:43:50,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country1,2022-07-26
perryjames,2022-12-03 10:47:00,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-12-03
kelseygrant,2022-12-17 17:27:32,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-12-17
sabrinahunt,2022-09-17 15:33:53,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-09-17
ethancampbell,2022-09-30 11:16:26,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-09-30
stephenhogan,2022-10-04 01:11:11,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-10-04
rosalesjames,2022-12-18 18:51:14,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-12-18
malonemichael,2022-04-20 11:27:04,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-04-20
rmoore,2023-01-04 17:38:39,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2023-01-04
latoyawise,2023-06-01 12:21:28,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country3,2023-06-01
brent78,2022-05-14 14:32:26,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-05-14
ostewart,2022-10-12 22:58:36,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-10-12
johnsonrhonda,2022-05-05 14:10:16,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country1,2022-05-05
courtneyspencer,2022-04-07 10:47:52,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-04-07
gvang,2023-05-09 21:46:21,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2023-05-09
sarah82,2023-05-19 08:37:30,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-05-19
gwilliams,2022-07-19 18:55:59,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-07-19
sandra49,2022-09-04 00:35:58,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2022-09-04
benjamin88,2022-06-01 17:02:13,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-06-01
nschroeder,2022-11-11 04:55:51,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-11-11
joshua40,2022-11-14 23:19:52,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-11-14
colemanallison,2022-07-10 12:55:53,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-07-10
jlee,2022-04-24 19:03:29,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-04-24
holdenbrittany,2022-12-01 21:12:48,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2022-12-01
amywelch,2022-05-06 21:40:41,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-05-06
jonathanwalker,2022-06-01 22:46:28,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-06-01
daviscrystal,2022-11-23 10:54:58,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-11-23
kimangela,2022-09-21 22:03:06,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-09-21
rachelzuniga,2022-07-10 23:38:22,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country2,2022-07-10
steven78,2023-05-06 13:11:25,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-05-06
mccoyerika,2023-04-03 22:04:23,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2023-04-03
matthewschristie,2023-02-03 19:43:37,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2023-02-03
charles62,2023-05-28 22:08:42,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2023-05-28
jamie86,2023-06-15 10:18:00,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2023-06-15
chasewilliams,2022-10-30 21:14:01,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2022-10-30
andrewvasquez,2022-04-30 17:38:30,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-04-30
angelaortiz,2023-04-07 19:08:39,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2023-04-07
thomas23,2023-04-13 00:15:57,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-04-13
jortiz,2022-11-06 16:55:35,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2022-11-06
fmatthews,2022-04-22 13:12:32,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-04-22
zvazquez,2022-11-15 19:45:01,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-11-15
samuelhill,2022-10-01 16:43:56,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-10-01
huntermicheal,2022-10-27 18:05:43,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-10-27
walterstewart,2022-10-07 15:51:51,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-10-07
christine32,2022-10-27 18:29:52,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-10-27
johnyoung,2022-04-30 11:05:05,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-04-30
gesparza,2022-07-08 13:27:44,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country3,2022-07-08
collinsleah,2022-09-07 14:41:52,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-09-07
lindsaymalone,2022-08-30 20:20:05,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-08-30
anthony21,2022-06-15 20:30:35,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2022-06-15
andrewstewart,2022-09-13 08:31:37,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2022-09-13
dawn90,2022-04-15 11:10:30,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-04-15
justingilbert,2022-11-29 16:27:38,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-11-29
schmidtcharles,2022-11-23 14:02:15,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-11-23
michaelhall,2022-10-20 11:11:17,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-10-20
schmidtkimberly,2022-07-13 10:48:31,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-07-13
ruth18,2022-05-31 14:52:08,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-05-31
connor31,2022-11-04 02:21:58,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-11-04
perrybrittany,2022-09-09 23:54:13,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-09-09
mbennett,2022-06-23 14:32:38,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-06-23
alexpowell,2022-12-13 19:33:17,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-12-13
bmills,2022-07-03 11:44:51,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-07-03
yfisher,2023-02-11 16:44:15,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-02-11
pricetheodore,2022-09-06 14:45:34,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-09-06
csolis,2022-07-25 18:08:14,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-07-25
ufrench,2022-11-23 18:50:51,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country1,2022-11-23
ywalker,2022-07-17 20:19:42,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-07-17
kristina44,2022-04-02 19:16:15,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-04-02
kevin52,2022-08-24 09:27:01,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-08-24
ricardojordan,2022-10-21 08:10:22,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-10-21
tbyrd,2022-07-01 10:08:11,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-07-01
ericwalker,2022-09-29 16:34:10,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country3,2022-09-29
wwong,2022-12-12 21:11:16,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-12-12
sean65,2022-10-03 02:57:55,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-10-03
plane,2022-10-10 09:59:41,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country1,2022-10-10
porterkimberly,2022-06-14 23:11:31,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-06-14
fgomez,2022-12-04 18:55:40,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2022-12-04
rjuarez,2022-12-13 14:13:28,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2022-12-13
jessica13,2023-03-05 17:57:45,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country1,2023-03-05
dodsongeorge,2022-09-03 13:07:18,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-09-03
swood,2022-05-26 02:55:02,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-05-26
kathleendoyle,2022-12-30 10:05:39,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2022-12-30
jacobgarcia,2022-04-24 15:13:08,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-04-24
isaacgamble,2022-05-25 13:57:04,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country1,2022-05-25
wallaceamanda,2022-08-20 04:41:06,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-08-20
rhill,2022-07-07 22:55:18,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-07-07
jennyclay,2022-09-18 21:04:39,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-09-18
harrisdenise,2023-02-25 16:07:25,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-02-25
stuartpamela,2022-04-29 20:27:00,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country3,2022-04-29
brucejessica,2022-04-19 12:58:38,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-04-19
wcain,2022-04-08 22:34:13,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country1,2022-04-08
davidgonzales,2022-09-22 10:24:09,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-09-22
cschwartz,2023-02-23 21:32:22,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2023-02-23
laura08,2022-08-08 16:45:28,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country1,2022-08-08
andrea87,2022-07-06 18:59:22,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-07-06
ronaldmontes,2022-12-24 19:11:33,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-12-24
jamieburns,2022-10-11 00:34:24,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-10-11
jpope,2022-11-11 18:31:35,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2022-11-11
victoria67,2022-12-07 20:14:22,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country3,2022-12-07
erin44,2022-05-27 13:30:30,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-05-27
jenniferbyrd,2022-11-21 17:31:33,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-11-21
estradalisa,2022-12-09 05:04:38,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-12-09
carl16,2022-12-08 13:37:54,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country1,2022-12-08
zthomas,2022-10-28 21:34:45,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2022-10-28
amyshaw,2022-09-08 13:52:35,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-09-08
christophercoleman,2022-05-24 04:38:10,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-05-24
johnvaldez,2022-05-14 09:46:29,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-05-14
cordovaanita,2022-12-26 20:10:44,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country3,2022-12-26
traciharris,2022-06-16 15:07:11,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-06-16
christinataylor,2022-12-30 16:21:21,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-12-30
collieramanda,2022-12-16 16:16:20,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2022-12-16
justinbrown,2022-11-17 20:36:27,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-11-17
turnersheryl,2022-04-01 17:56:13,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country1,2022-04-01
williamsjennifer,2022-11-05 09:37:59,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country1,2022-11-05
vanessasmith,2023-02-01 07:05:09,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country1,2023-02-01
zwilliams,2022-04-13 11:57:23,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-04-13
alexjohnson,2022-05-07 19:57:36,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-05-07
bondmark,2022-10-24 12:34:28,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2022-10-24
markjacobson,2022-12-13 22:20:28,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-12-13
lawsoncheryl,2022-09-03 14:06:02,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2022-09-03
jonesandrew,2022-05-19 19:23:12,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-05-19
schultzjuan,2022-04-29 13:11:11,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-04-29
kristin45,2022-07-21 07:41:21,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-07-21
hli,2022-11-11 13:24:25,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2022-11-11
heatherellis,2022-12-21 19:03:48,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2022-12-21
garciabradley,2022-07-26 15:43:59,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-07-26
jose84,2022-09-22 09:25:47,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2022-09-22
barbercrystal,2022-11-26 19:20:18,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-11-26
leonardtaylor,2022-07-14 17:12:39,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-07-14
thomas99,2022-05-27 09:06:57,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-05-27
tgibson,2022-11-21 23:04:54,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2022-11-21
irojas,2022-11-18 17:38:25,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country1,2022-11-18
christopherclarke,2022-11-22 02:14:19,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-11-22
judy05,2022-10-12 10:51:11,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-10-12
justinroman,2022-06-05 20:57:10,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-06-05
xthomas,2022-10-28 23:37:51,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-10-28
cody48,2022-11-22 18:40:57,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-11-22
joshuapitts,2022-04-21 17:37:51,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-04-21
ramseymelissa,2022-10-11 22:17:40,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2022-10-11
walllindsay,2022-07-20 06:26:50,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-07-20
stanleyjohn,2022-09-12 16:09:48,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-09-12
bergermelissa,2022-10-11 18:26:09,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2022-10-11
jodinelson,2022-07-01 22:33:57,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country2,2022-07-01
ehale,2022-06-05 11:19:15,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-06-05
bbailey,2022-09-10 22:07:52,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-09-10
timothyyoung,2022-08-29 11:30:04,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2022-08-29
epetersen,2022-07-14 19:33:10,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-07-14
emilyjohnson,2022-05-04 17:05:03,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-05-04
jennifer00,2022-05-25 21:41:00,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-05-25
carpenteradam,2023-03-09 19:10:30,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country3,2023-03-09
vazquezthomas,2022-06-20 18:48:54,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-06-20
adamgibson,2022-06-02 15:43:41,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-06-02
andersonkeith,2022-06-28 06:53:38,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-06-28
christophergordon,2022-05-13 01:38:35,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-05-13
caseyhood,2022-12-08 12:05:21,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-12-08
williamnelson,2022-10-29 18:24:14,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-10-29
mooretony,2022-12-03 11:59:16,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-12-03
bentonalejandro,2022-10-12 20:58:59,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2022-10-12
diamond39,2022-11-25 02:38:24,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2022-11-25
nmcgrath,2022-11-29 18:34:18,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-11-29
